clip_id,take_folder,ground_truth,exo_full_answer,exo_predicted,exo_correct,ego_full_answer,ego_predicted,ego_correct
586597cc-59c5-45d5-9596-0b6506d9c0ba,uniandes_bouldering_037_38,Late Expert,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall, and their feet are positioned on the wall as well. They appear to be moving upwards and to the right.

Errors: The person's left hand is not gripping the hold as tightly as it could be, which may cause them to lose balance or fall. Additionally, their right foot is not positioned as securely as it could be, which may also cause them to lose balance or fall.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The person is climbing a rock wall using both hands to grip the holds. They are moving their arms and legs to maintain balance and progress up the wall.

Errors: The person may be struggling with maintaining proper form, as they are not consistently using all available holds. Additionally, they may be overreaching or underreaching for certain holds, which could lead to a fall.

Skill Level: Novice",Novice,False
9ceee09a-ab19-4463-baac-0ed48d21827e,uniandes_bouldering_024_44,Novice,"Observations: The person is climbing a rock wall. They are using their hands to grip the holds on the wall and their feet to push off the wall. They are moving up the wall, one hand at a time.

Errors: The person is not using proper climbing technique. They are not using their legs to push off the wall, which can help them climb more efficiently. They are also not using their core muscles to stabilize themselves, which can lead to instability and potential falls.

Skill Level: Novice",Novice,True,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall, and they are moving their feet up the wall as well. They appear to be climbing at a moderate pace.

Errors: There are no obvious errors in the person's movement. They seem to be climbing with good form and technique.

Skill Level: Intermediate Expert",Intermediate Expert,False
08f0616c-d3c4-414c-a492-d8d157872915,uniandes_bouldering_035_53,Early Expert,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall, and their feet are positioned on the wall as well. They appear to be moving upwards, but it is not clear if they have reached the top yet.

Errors: It is difficult to determine if there are any errors in the person's movement based on the provided frames. However, it is possible that they may be using incorrect techniques or not gripping the holds properly, which could lead to a fall.

Skill Level: It is difficult to determine the skill level of the person based on the provided frames. However, it appears that they are at least intermediate expert, as they are able to climb the wall and use both hands and feet effectively.",Intermediate Expert,False,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall, and they are moving their feet up the wall as well. They appear to be making good progress up the wall.

Errors: There are no obvious errors in the person's movement. They seem to be climbing with good form and technique.

Skill Level: Intermediate Expert",Intermediate Expert,False
5f1dd7a9-18b5-400a-a3de-1c30f547235e,uniandes_bouldering_027_19,Early Expert,"Observations: The person is lying on the ground, reaching for a climbing hold with her right hand. She is wearing a pink tank top and patterned leggings.

Errors: The person is not actively climbing, but rather lying on the ground and reaching for a hold. This suggests that she may be practicing or warming up before climbing.

Skill Level: Novice",Novice,False,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall, and they are moving their feet up the wall as well. They appear to be making good progress up the wall.

Errors: There are no obvious errors in the person's technique. They are gripping the holds firmly and moving their feet up the wall in a controlled manner.

Skill Level: Intermediate Expert",Intermediate Expert,False
baf283a8-4747-45f1-9c78-241003a8f1b5,uniandes_bouldering_034_56,Intermediate Expert,"Observations: The person is climbing a rock wall. They are using both hands and feet to grip the holds on the wall. Their body is angled towards the wall, and they are moving upwards.

Errors: The person is not using proper climbing techniques. They are not using their core muscles effectively, which can lead to fatigue and injury. Additionally, they are not using their legs to push off the wall, which can make it more difficult to climb.

Skill Level: Novice",Novice,False,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall, and they are moving their feet up the wall as well. They appear to be climbing at a moderate pace.

Errors: There are no obvious errors in the person's movement. They seem to be climbing correctly and safely.

Skill Level: Intermediate Expert",Intermediate Expert,True
ea2d7015-0bf2-422c-b6ac-ebcf88fef619,uniandes_bouldering_025_13,Novice,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall, and they are moving their legs to maintain balance and push off the wall. They are wearing a tank top and shorts.

Errors: The person is not using proper climbing technique. They are not using their feet effectively to push off the wall, and they are not using their core muscles to stabilize their body. This could lead to a fall and injury.

Skill Level: Novice",Novice,True,"Observations: The person is climbing a rock wall using their hands and feet to grip onto various holds. They are moving up the wall, reaching for different holds with their hands and placing their feet on the wall. Their body is positioned in a way that allows them to maintain balance and control while climbing.

Errors: The person may be making some mistakes while climbing, such as not gripping the holds properly or not maintaining a good balance. Additionally, they might be moving too slowly or too quickly, which could affect their overall performance.

Skill Level: Intermediate Expert",Intermediate Expert,False
0dd0e0b5-cbd2-42d3-bc00-64375f14f374,uniandes_bouldering_032_81,Intermediate Expert,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall, and their feet are positioned on the wall as well. They appear to be moving up the wall, but it is not clear how far they have climbed.

Errors: It is difficult to determine if there are any errors in the person's movement based on the limited information provided. However, it is possible that they may be struggling with the climb or making mistakes in their technique.

Skill Level: It is difficult to determine the skill level of the person based on the limited information provided. However, it appears that they are at least intermediate in skill, as they are able to climb the wall and use both hands and feet to grip the holds.",Unknown,False,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall. Their feet are not visible in the image, but they are likely positioned on the wall as well.

Errors: The person's left hand is not gripping a hold, which could lead to instability and potential falls.

Skill Level: Novice",Novice,False
1088fd1c-1562-4ee5-b85c-ceb59bf85f20,uniandes_bouldering_035_28,Early Expert,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall, and they are moving their legs to maintain balance and push off the wall. They are looking up at the wall as they climb.

Errors: The person is not using proper climbing technique. They are not using their feet effectively to push off the wall, and they are not using their core muscles to stabilize their body. This could lead to a fall if they lose their grip on the wall.

Skill Level: Novice",Novice,False,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall. Their feet are not visible in the image, but they are likely positioned on the wall as well.

Errors: The person may be struggling to maintain their balance or find the right handholds. They could also be using too much force, which could lead to fatigue or injury.

Skill Level: Intermediate Expert",Intermediate Expert,False
1c4f1db1-70bb-47e6-8d1f-00e924aa0a98,uniandes_bouldering_033_38,Intermediate Expert,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall, and they are moving their legs to maintain balance and push off the wall. The person appears to be climbing at a moderate pace.

Errors: The person may benefit from improving their foot placement and balance, as they are not always able to find a secure hold with their feet. Additionally, the person could work on their hand positioning to ensure they are gripping the holds firmly.

Skill Level: Intermediate Expert",Intermediate Expert,True,"Observations: The person is climbing a wall with colorful handholds. They are using both hands to grip the handholds, and their feet are not visible in the image. The person appears to be moving up the wall, and their body is angled towards the top of the wall.

Errors: There are no apparent errors in the person's movement. They are using proper technique for climbing, which includes gripping the handholds firmly and maintaining a good body position.

Skill Level: Intermediate Expert",Intermediate Expert,True
b92ec0ad-020b-4fed-87bf-002eaaa9a8ec,uniandes_bouldering_022_26,Late Expert,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall, and their feet are positioned on the wall as well. They are moving slowly and deliberately, indicating that they are taking their time to find the best handholds and footholds.

Errors: There are no obvious errors in the person's movement. They appear to be climbing correctly and safely.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall. Their feet are not visible, but they appear to be using them to push off the wall for support.

Errors: The person's left hand is not gripping the hold as tightly as it could be. This may cause them to lose balance or fall if they need to let go of the hold with their right hand.

Skill Level: Intermediate Expert",Intermediate Expert,False
