clip_id,take_folder,ground_truth,exo_full_answer,exo_predicted,exo_correct,ego_full_answer,ego_predicted,ego_correct
586597cc-59c5-45d5-9596-0b6506d9c0ba,uniandes_bouldering_037_38,Late Expert,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall, and they are moving their legs to maintain balance.

Errors: The person is not using proper climbing technique. They are not using their feet to push off the wall, which can help them climb more efficiently. Additionally, they are not using their core muscles to stabilize their body, which can lead to instability and increased risk of injury.

Skill Level: Novice",Novice,False,"Observations: The person is climbing a rock wall using both hands to grip the holds. They are moving upwards, using their arms and legs to maintain balance and momentum.

Errors: The person may be overextending their arms or legs, which could lead to fatigue or injury if they continue this way for too long. Additionally, they may not be using the most efficient climbing technique, which could slow them down or make it more difficult to reach certain holds.

Skill Level: Intermediate Expert",Intermediate Expert,False
9ceee09a-ab19-4463-baac-0ed48d21827e,uniandes_bouldering_024_44,Novice,"Observations: The woman is climbing a rock wall. She is using her hands to grip the holds on the wall and her feet to push off the wall. She is looking up at the wall as she climbs.

Errors: The woman is not using proper climbing technique. She is not using her legs to push off the wall, which can help her climb more efficiently. She is also not using her core muscles to stabilize herself, which can make it harder for her to maintain her balance.

Skill Level: Novice",Novice,True,"Observations: The person is climbing a wall with colorful handholds and footholds. They are using both hands and feet to grip the holds, and their body is positioned in a way that suggests they are actively climbing.

Errors: There are no apparent errors in the person's movement. They appear to be climbing correctly and efficiently.

Skill Level: Intermediate Expert",Intermediate Expert,False
08f0616c-d3c4-414c-a492-d8d157872915,uniandes_bouldering_035_53,Early Expert,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall, and they are moving their legs to maintain balance and push off the wall. They are wearing climbing shoes and appear to be wearing a harness.

Errors: The person is not using proper climbing technique. They are not using their core muscles effectively, which can lead to fatigue and injury. They are also not using their legs properly, which can cause them to lose balance and fall.

Skill Level: Novice",Novice,False,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall. Their feet are also gripping the wall, but they are not yet moving up.

Errors: The person is not yet moving up the wall. They may need more practice to improve their technique and strength.

Skill Level: Novice",Novice,False
5f1dd7a9-18b5-400a-a3de-1c30f547235e,uniandes_bouldering_027_19,Early Expert,"Observations: The woman is lying on her back with her legs bent and feet flat on the ground. She is holding onto a climbing hold with both hands, and her arms are extended upwards towards the wall.

Errors: The woman's arms are not fully extended, which could make it difficult for her to reach the higher holds on the wall. Additionally, she may need to adjust her grip on the hold to ensure that she has a secure hold.

Skill Level: Novice",Novice,False,"Observations: The person is climbing a rock wall with both hands and feet. They are using their fingers to grip the holds on the wall and their feet to push off the wall for support.

Errors: The person is not using proper climbing technique, as they are not using their legs to push off the wall and are instead relying solely on their arms to climb. This can lead to fatigue and injury over time.

Skill Level: Novice",Novice,False
baf283a8-4747-45f1-9c78-241003a8f1b5,uniandes_bouldering_034_56,Intermediate Expert,"Observations: The man is climbing a rock wall. He is using his hands and feet to grip the holds on the wall. He is moving slowly and carefully, making sure not to lose his balance.

Errors: The man is not wearing any safety gear, such as a helmet or harness. This could be dangerous if he falls.

Skill Level: Novice",Novice,False,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall. Their feet are not visible, but they appear to be standing on the ground.

Errors: The person is not using proper climbing techniques. They are not using their legs to push off the wall, which can help them climb more efficiently. They are also not using their core muscles to stabilize themselves, which can lead to instability and potential falls.

Skill Level: Novice",Novice,False
ea2d7015-0bf2-422c-b6ac-ebcf88fef619,uniandes_bouldering_025_13,Novice,"Observations: The woman is climbing a rock wall. She is using her hands to grip the holds on the wall and her feet to push off the wall. She is moving up the wall, but she is not yet at the top.

Errors: The woman is not yet at the top of the wall, so she has not completed the climb.

Skill Level: Novice",Novice,True,"Observations: The person is climbing a rock wall using their hands and feet to grip onto various holds. They are moving up the wall, reaching for different holds with their hands and placing their feet on the wall.

Errors: The person is not wearing any safety gear such as a helmet or harness. They are also not using proper climbing techniques, such as keeping their core engaged and using their legs to push off the wall.

Skill Level: Novice",Novice,True
0dd0e0b5-cbd2-42d3-bc00-64375f14f374,uniandes_bouldering_032_81,Intermediate Expert,"Observations: The person is climbing a rock wall. They are using both hands to grip the rocks on the wall. Their feet are not visible, but they appear to be standing on the ground.

Errors: The person is not using proper climbing techniques. They are not using their legs to push off the ground, which can help them climb higher. They are also not using their core muscles to stabilize themselves on the wall.

Skill Level: Novice",Novice,False,"Observations: The person is climbing a rock wall with colorful holds. They are using both hands to grip the holds, and their feet are not visible in the image.

Errors: The person may be struggling to find the right handholds or footholds, as they are not shown using their feet for support. Additionally, it is unclear if the person is using proper climbing techniques, such as keeping their core engaged and maintaining a good body position.

Skill Level: Novice",Novice,False
1088fd1c-1562-4ee5-b85c-ceb59bf85f20,uniandes_bouldering_035_28,Early Expert,"Observations: The person is climbing a rock wall. They are using both hands to grip the rocks on the wall. Their feet are not visible, but they appear to be using them to push off the ground.

Errors: The person is not using proper climbing techniques. They are not using their legs effectively to push themselves up the wall. They are also not using their core muscles to stabilize their body.

Skill Level: Novice",Novice,False,"Observations: The person is climbing a rock wall using both hands and feet to grip the holds. They are moving upwards, reaching for the next hold with their right hand while their left hand is already on a higher hold. Their feet are also positioned on different holds, indicating they are using both hands and feet to maintain balance and momentum.

Errors: The person's left hand is not gripping the hold firmly enough, which could lead to a loss of balance or falling. Additionally, their right hand is not fully extended towards the next hold, which may make it difficult to reach and grip it securely.

Skill Level: Intermediate Expert",Intermediate Expert,False
1c4f1db1-70bb-47e6-8d1f-00e924aa0a98,uniandes_bouldering_033_38,Intermediate Expert,"Observations: The man is climbing a rock wall. He is using his hands to grip the rocks on the wall. He is wearing a blue shirt and black pants. There is a woman sitting on the floor watching him climb.

Errors: The man is not wearing any safety gear, such as a helmet or harness. This could be dangerous if he falls.

Skill Level: Novice",Novice,False,"Observations: The person is climbing a wall with colorful holds. They are using both hands to grip the holds, and their feet are also on the wall. They appear to be moving up the wall, but it is not clear how far they have climbed.

Errors: It is difficult to determine if there are any errors in the person's movement based on the given information. However, it is possible that they may be struggling to maintain their balance or may be using incorrect techniques for gripping the holds.

Skill Level: Intermediate Expert",Intermediate Expert,True
b92ec0ad-020b-4fed-87bf-002eaaa9a8ec,uniandes_bouldering_022_26,Late Expert,"Observations: The woman is climbing a rock wall. She is wearing a blue tank top and black pants. She is using her hands to grip the rocks on the wall. She is looking up at the wall.

Errors: The woman is not moving her feet. She should be using her feet to push herself up the wall.

Skill Level: Novice",Novice,False,"Observations: The person is climbing a rock wall. They are using both hands to grip the holds on the wall. Their feet are not visible in the image, but they are likely positioned on the wall as well.

Errors: The person appears to be struggling with the climb. They are using both hands to grip the holds, which may not be the most efficient way to climb. Additionally, their feet are not visible, so it is unclear if they are using them effectively.

Skill Level: Novice",Novice,False
